"","x"
"1",0.00190408652836282
"2",0.00556538738207912
"3",0.00272686824564516
"4",0.00408486327265045
"5",-0.00530654234141537
"6",0.00420831890025219
"7",-0.00817479459260184
"8",-0.00168573629244229
"9",-0.00601712171624236
"10",0.000578304038276301
"11",0.00206124582729927
"12",0.00632635671549231
"13",-0.00827099999716374
"14",0.00985212798680735
"15",0.00205052321321908
"16",0.0048358573700984
"17",-0.00464425303488802
"18",-0.00180957741568655
"19",0.0037236042997133
"20",0.00152737975277262
"21",-0.00537125309082498
"22",-0.00584620273950698
"23",0.00865235287245092
"24",0.00765281070997581
"25",0
"26",0.00259833655823094
"27",0.00372242427823011
"28",0.00549481390017981
"29",0.000920392092597311
"30",-0.000467809602902491
"31",0.00218163657009818
"32",0.000846933175481013
"33",-0.00209435578538653
"34",-0.00156028130960983
"35",0.00222805938303061
"36",-0.0062336992998091
"37",-0.00326254815727189
"38",-0.00484530325682719
"39",-0.0121232234664408
"40",-0.00504589234393293
"41",-0.00624918027237698
"42",0.00281457047836575
"43",0.000356021306110677
"44",-0.000884148383301309
"45",-0.00751852180539103
"46",-0.00477442771451564
"47",0.000550817256371516
"48",-0.00260631387936705
"49",-0.0160835441423277
"50",-0.00238383669494802
"51",-0.0036960202430425
"52",-0.00352685874902825
"53",0.0183928929624066
"54",0.00376540672983161
"55",-0.0090180002555833
"56",0.00471010961429918
"57",-0.00332410975437369
"58",0.0010933188982456
"59",-0.00407578666016128
"60",0.00814882035241737
"61",-0.00483243605519235
"62",-0.000296109066061589
"63",0.0022067380527222
"64",-0.00259874489958456
"65",-0.000128601633923253
"66",-0.0016897470220858
"67",0.0016847034837415
"68",-0.00611758846772936
"69",-0.0185883265770492
"70",0.000118896229578169
"71",-0.00203740485784465
"72",0.000630421956973493
"73",0.00203353921938998
"74",0.00374082311438784
"75",-0.00313918188097517
"76",-0.0101940035813133
"77",-0.00123817858765563
"78",0.00426258771284438
"79",-0.00171092895714686
"80",-0.00432613834374784
"81",-0.000762765066756543
"82",0.00550421905961684
"83",-0.00685454849759282
"84",-0.000660766985694394
"85",0.00758299949270658
"86",0.000166587277801611
"87",0.00285629455725633
"88",-0.00283156912343685
"89",-0.00286440542496891
"90",0.00737242087565804
"91",0.00120276741600378
"92",-0.00217484174346971
"93",-0.0149167583984262
"94",-0.00384150999287058
"95",-0.00744266956873396
"96",0.00814138423958966
"97",-0.000146570740120922
"98",0.00301950511786764
"99",0.00437067135249691
"100",0.0068270440529421
"101",-0.0089121263712677
"102",0.000351973947054773
"103",0.000868897591697504
"104",0.00110275352048461
"105",0.00467285682226048
"106",-0.00438851482637226
"107",0.000307836807005302
"108",-0.0138955418251392
"109",-0.000273619617310317
"110",-0.00558702347180251
"111",0.000264468286719222
"112",-0.00344891590091478
"113",-0.000380671031107838
"114",-0.00171750108302682
"115",0.0149356675835772
"116",0.00482669671490576
"117",0.00394485604719286
"118",-0.00635991176406492
"119",0.00987245637754341
"120",0.00419935253374426
"121",0.00133045932170361
"122",-0.00059543157546571
"123",0.00434188636442023
"124",-0.00528906681715036
"125",0.00508834928367108
"126",0.00151668511793801
"127",-0.0013586976193416
